noun,total,Collective,Common,Count,Derived,Eventive,Mass,Pluralia Tantum,Singularia Tantum,Usually Verb,Verbalizable,Cluster
notoriety,0.47117549,0.0,0.8324987,0.94059649,0.0,0.88213447,0.43044099,0.0,0.0,-0.94714552,-1.66734964,0
nougat,0.95911792,0.79930556,0.85236228,0.87910724,0.0,0.83599344,0.4537375,0.0,0.0,-0.97949988,-1.88188821,0
noun,1.75273219,0.35894731,0.93317205,0.95327467,0.51107156,0.0,0.45604557,0.0,0.0,-0.50491899,-0.95485997,1
nourishment,2.31154671,0.0,0.90896979,0.92523712,0.0,0.97322556,0.48943576,0.0,0.0,-0.98532152,0.0,0
novel,1.62944102,0.31114715,0.9410125,0.83891204,0.0,0.89979661,0.43737087,0.0,0.0,-0.89690548,-0.90189266,0
nucleotidase,1.29361477,0.48002782,0.92532599,0.96040958,0.0,0.9530583,0.37686563,0.0,0.0,-0.89316231,-1.50891024,0
nucleotide,3.14321956,0.42958999,0.94434795,0.9670949,0.60239279,0.9256618,0.48019785,0.0,0.0,0.0,-1.20606571,1
nudge,0.02562618,0.28112534,0.90573689,0.93876535,0.0,0.885086,0.34185565,0.0,0.0,-0.97150409,-2.35543895,0
nuke,-0.39806628,0.0,0.88193581,0.94182163,0.0,0.82185036,0.41354915,0.0,0.0,-0.94854218,-2.50868106,0
number,1.01477394,0.33900219,0.82411823,0.91692689,0.0,0.0,0.33440217,0.0,0.0,-0.89875281,-0.50092274,0
numeracy,1.80374888,0.0,0.71612439,0.95867917,0.0,0.46912542,0.43593389,0.0,0.0,-0.77611399,0.0,0
numeric,-1.34859967,0.0,0.68698883,0.93578136,0.54075617,0.0,0.0,-0.82281339,0.0,0.0,-2.68931264,1
numismatist,-2.08486542,0.44727716,0.64931485,0.84040019,0.0,0.0,0.0,-0.82600725,-0.53865749,-0.86693943,-1.79025346,2
nun,-0.79978955,0.36378413,0.80357102,0.772836,0.0,0.28204602,0.0,-0.73160911,-0.81488794,-0.85675365,-0.61877602,2
nurse,-2.12238821,0.32135376,0.81052512,0.76769471,0.0,0.38646024,0.0,-0.84787643,-0.65481812,-0.9719702,-1.93375731,2
nursery,2.00240445,0.81018728,0.94944587,0.88551256,0.0,0.92406029,0.36008883,0.0,0.0,-0.97075802,-0.95613235,0
nursing,1.57282418,0.27805349,0.77796108,0.81083956,0.0,0.94382024,0.43459141,0.0,0.0,-0.9834742,-0.68896741,0
nurture,-0.89468771,0.37116125,0.32346863,0.86052614,0.0,0.35379565,0.44278368,-0.53195262,0.0,-0.98923457,-1.72523588,2
nut,0.60022169,0.29174298,0.93676814,0.90160233,0.0,0.64331862,0.46043348,0.0,0.0,-0.90663755,-1.72700632,0
nutmeg,1.07920665,0.0,0.85849667,0.88397196,0.0,0.76918039,0.48705626,0.0,0.0,-0.95069265,-0.96880597,0
nutrient,0.3538529,0.0,0.95223197,0.96250969,0.0,0.70558751,0.47499067,0.0,0.0,-0.8662194,-1.87524754,0
nutrition,0.30248234,0.0,0.8505168,0.9412227,0.0,0.86906248,0.4824428,0.0,0.0,-0.91883576,-1.92192668,0
nylon,0.01377636,0.0,0.85942522,0.91920546,0.0,0.31759948,0.48346138,0.0,0.0,-0.95283484,-1.61308032,0
nymph,0.72369578,0.44799909,0.83892608,0.92738378,0.0,0.3156893,0.25331816,-0.54777962,-0.5576542,-0.9541868,0.0,2
oak,0.65792966,0.44514731,0.9313491,0.93601474,0.0,0.5960137,0.4589555,0.0,0.0,-0.97656518,-1.7329855,0
oar,-0.32190517,0.27743757,0.8736138,0.85076278,0.0,0.9012503,0.46947938,0.0,0.0,-0.94955051,-2.7448985,0
oasis,2.68603677,0.26295403,0.86466295,0.93072313,0.0,0.84393659,0.75691509,0.0,0.0,-0.97315502,0.0,0
oat,-0.40445814,0.0,0.88066393,0.85646856,0.0,0.88402319,0.48070309,0.0,-0.65659386,-0.94982767,-1.89989537,0
oatmeal,2.32536352,0.0,0.83380559,0.88631469,0.0,0.9514294,0.48904812,0.0,0.0,-0.83523428,0.0,0
oats,-2.01706046,0.45437208,0.31386289,0.35075828,0.0,0.77734077,0.44697616,-0.94568872,-0.50788444,-0.96864754,-1.93814993,2
obedience,0.58486146,0.33866236,0.80408323,0.89568543,0.0,0.94019344,0.47018629,0.0,0.0,-0.98422021,-1.87972909,0
obesity,-0.29469422,0.0,0.56380635,0.88908398,0.0,0.75601411,0.36615524,0.0,0.0,-0.96896559,-1.90078831,0
obi,0.67623824,0.95994538,0.59156334,0.78407213,0.0,0.74661463,0.42849544,-0.52858108,0.0,-0.91429794,-1.39157367,0
object,2.7490288,0.39346844,0.8689096,0.89056852,0.66228133,0.28193083,0.48146129,0.0,0.0,0.0,-0.82959121,1
objection,0.60431257,0.36809987,0.89597547,0.91838068,0.0,0.8334845,0.37507063,0.0,0.0,-0.87860495,-1.90809363,0
objective,2.57603186,0.25578687,0.86477831,0.96132731,0.63590699,0.46073329,0.35594594,0.0,0.0,0.0,-0.95844686,1
obligation,0.16399434,0.0,0.87399828,0.93769577,0.0,0.77844402,0.47627512,0.0,0.0,-0.97522306,-1.92719579,0
oboe,-0.13448665,0.30200997,0.88918257,0.93372858,0.0,0.38810319,0.0,0.0,0.0,-0.97546911,-1.67204183,0
observation,1.30376279,0.0,0.88867259,0.95711428,0.0,0.96266919,0.40015554,0.0,0.0,-0.9484275,-0.95642132,0
observatory,2.1621061,0.47704074,0.9043422,0.92467302,0.0,0.81760055,0.0,0.0,0.0,-0.96155041,0.0,0
obsession,0.62862936,0.36515257,0.89448002,0.91045228,0.0,0.92545131,0.4032959,0.0,0.0,-0.94418806,-1.92601466,0
obsidian,1.7808347,0.34479156,0.87885889,0.85368982,0.0,0.79520991,0.48006555,0.0,0.0,-0.84900028,-0.72278076,0
obstacle,0.31364301,0.0,0.92767859,0.93675855,0.0,0.47751701,0.45318127,0.0,0.0,-0.546992,-1.9345004,0
occasion,0.28539804,0.30788419,0.88864863,0.82384288,0.0,0.81391078,0.27747148,0.0,0.0,-0.92197943,-1.9043805,0
occupation,0.9781763,0.40713009,0.9322004,0.96430361,0.0,0.9642885,0.37216434,0.0,0.0,-0.9618271,-1.70008355,0
occurrence,-0.9869245,0.0,0.85262117,0.89813349,0.0,0.92215011,0.0,0.0,0.0,-0.97711271,-2.68271655,0
ocean,0.06081271,0.29700354,0.81807524,0.9569121,0.0,0.326846,0.40764204,0.0,0.0,-0.96569157,-1.77997464,0
ocelot,2.17148381,0.73969728,0.87556228,0.91218239,0.0,0.75905433,0.7638402,0.0,0.0,-0.97476608,-0.90408659,0
octagon,1.33954281,0.39641616,0.89485708,0.95406535,0.0,0.52906334,0.30295596,0.0,0.0,-0.92914534,-0.80866975,0
octave,1.04482913,0.72603539,0.90632233,0.94708875,0.0,0.77142099,0.36342281,0.0,0.0,-0.92714781,-1.74231333,0
octavo,0.39637876,0.47085649,0.8257741,0.95531091,0.0,0.86241692,0.0,0.0,0.0,-0.96771789,-1.75026178,0
octet,1.30008516,0.94351965,0.87322938,0.96136826,0.0,0.90069476,0.32242727,0.0,0.0,-0.92259508,-1.77855909,0
octopus,2.21474203,0.4457384,0.88487169,0.94765034,0.0,0.80610907,0.80260557,0.0,0.0,-0.8580513,-0.81418175,0
odometer,0.94057629,0.0,0.94838253,0.93402496,0.0,0.35453948,0.32865572,0.0,0.0,-0.8756271,-0.7493993,0
odyssey,2.48384553,0.36105341,0.93945295,0.94864827,0.0,0.94935852,0.25650793,0.0,0.0,-0.97117555,0.0,0
oeuvre,1.22147369,0.79771972,0.90979251,0.95277646,0.0,0.9310382,0.46388543,0.0,0.0,-0.98619318,-1.84754544,0
off-ramp,1.06770802,0.73704866,0.95579347,0.94922855,0.0,0.95106217,0.37188047,0.0,0.0,-0.96051872,-1.93678659,0
offence,1.29305923,0.0,0.87080708,0.93413579,0.0,0.93075809,0.43555427,0.0,0.0,-0.91874915,-0.95944685,0
offense,1.14067286,0.43975458,0.90126839,0.95152178,0.0,0.92955786,0.43313202,0.0,0.0,-0.9807573,-1.53380448,0
offer,0.20194709,0.0,0.91978437,0.87627056,0.0,0.94292113,0.37149531,0.0,0.0,-0.96933532,-1.93918896,0
offering,2.52854577,0.31991485,0.92955026,0.89402616,0.0,0.94389153,0.42569211,0.0,0.0,-0.98452914,0.0,0
office,0.31361625,0.45667523,0.79760376,0.80633152,0.0,0.0,0.0,0.0,0.0,-0.94777644,-0.79921782,0
officer,-0.88304198,0.3439579,0.75529516,0.69101334,0.0,0.36375147,0.0,-0.5601685,-0.59306502,-0.96288872,-0.9209376,2
official,-3.00398257,0.32326141,0.2615878,0.57387209,0.0,0.0,0.0,-0.8910507,-0.83020836,-0.9262653,-1.51517951,2
offset,1.23147887,0.0,0.92416704,0.96597347,0.0,0.86456573,0.35808513,0.0,0.0,-0.91041589,-0.9708966,0
oil,0.07829735,0.0,0.90090191,0.95903891,0.0,0.66449314,0.49038246,0.0,0.0,-0.97836274,-1.95815635,0
okra,2.68538341,0.87574443,0.85976872,0.9569838,0.0,0.85230812,0.7933417,0.0,0.0,-0.95296484,-0.69979852,0
oldie,-0.83041117,0.43938589,0.76603988,0.80354917,0.0,0.0,0.0,-0.67654234,-0.57011896,-0.93918258,-0.65354222,2
oleo,0.17461109,0.48205376,0.80457771,0.94504738,0.0,0.85052249,0.47624937,0.0,0.0,-0.97058451,-2.4132551,0
olive,0.34974715,0.38031992,0.95225269,0.90004018,0.0,0.42771968,0.44656098,0.0,0.0,-0.97496361,-1.78218269,0
omega,0.58350816,0.71671683,0.84240291,0.91804618,0.0,0.0,0.0,0.0,0.0,-0.9253577,-0.96830004,0
omelet,0.36626789,0.0,0.90458566,0.89326608,0.0,0.95677891,0.47732848,0.0,0.0,-0.96604741,-1.89964384,0
omission,-0.03098091,0.0,0.94051242,0.96755025,0.0,0.85964343,0.47774163,0.0,0.0,-0.68877262,-2.58765602,0
omnivore,-0.57991272,0.47238776,0.82138115,0.94933698,0.0,0.69955856,0.0,-0.6821754,0.0,-0.97315758,-1.86724418,0
oncology,2.53204653,0.4560824,0.84265739,0.96045318,0.0,0.8862876,0.36053303,0.0,0.0,-0.97396708,0.0,0
onion,-0.53270233,0.37629846,0.93704942,0.88567901,0.0,0.33483455,0.48207375,0.0,-0.6265108,-0.9864924,-1.93563432,0
online,-2.07781717,0.0,0.0,0.73005411,0.0,0.0,0.0,-0.91687316,0.0,-0.92870492,-0.96229321,2
onset,-1.20688438,0.0,0.46097454,0.82757586,0.0,0.82727459,0.25024718,0.0,0.0,-0.90296423,-2.66999233,0
opening,2.32990488,0.29770619,0.88199049,0.93071747,0.0,0.83500877,0.35953146,0.0,0.0,-0.9750495,0.0,0
opera,2.58718956,0.30159318,0.93828955,0.93705121,0.0,0.92870221,0.4719145,0.0,0.0,-0.99036109,0.0,0
operating,-1.79218331,0.0,0.0,0.4814603,0.0,0.4370929,0.0,-0.75541562,0.0,-0.98847538,-0.96684551,2
operation,0.51428056,0.39704952,0.92167577,0.9278675,0.0,0.96924821,0.0,0.0,0.0,-0.97133106,-1.73022938,0
operator,-1.5301798,0.46939239,0.76413688,0.7227051,0.0,0.28778806,0.0,-0.87717235,0.0,-0.96387565,-1.93315423,2
ophthalmologist,0.20641834,0.37790945,0.81738439,0.82095325,0.0,0.40759039,0.28219229,-0.80970025,-0.75378752,-0.93612367,0.0,2
opinion,0.69028327,0.34509754,0.9245975,0.93230686,0.0,0.87702346,0.44223017,0.0,0.0,-0.94140863,-1.88956362,0
opium,1.27456743,0.0,0.87326485,0.87138015,0.0,0.89575037,0.48819074,0.0,0.0,-0.91688782,-0.93713087,0
opossum,-0.24837872,0.0,0.88657618,0.93961847,0.0,0.28380802,0.41310251,0.0,0.0,-0.88610685,-1.88537705,0
opponent,-1.50686678,0.42095616,0.47293246,0.78326058,0.0,0.0,0.0,-0.60632086,0.0,-0.9316625,-1.64603263,2
opportunist,0.37822115,0.68522605,0.74369362,0.78123212,0.0,0.0,0.0,-0.86516249,0.0,-0.96676815,0.0,2
opportunity,0.56893677,0.0,0.85544693,0.9375113,0.0,0.87906772,0.45834175,0.0,0.0,-0.9583354,-1.60309553,0
opposite,-1.12095258,0.0,0.66132557,0.9089773,0.0,0.45260322,0.0,-0.72357434,0.0,-0.89605659,-1.52422774,2
opposition,0.53981876,0.94642615,0.48210347,0.94689527,0.0,0.74954259,0.25846872,0.0,0.0,-0.93753499,-1.90608245,0
optimal,-1.64312401,0.27181485,0.38184634,0.92687887,0.0,0.26769206,0.0,-0.65045375,0.0,-0.93185782,-1.90904456,2
optimisation,1.75526825,0.26273453,0.86968237,0.95987278,0.0,0.9597919,0.34171221,0.0,0.0,-0.93887389,-0.69965166,0
optimist,-1.48491469,0.44565943,0.72483474,0.75665182,0.0,0.0,0.0,-0.91098118,-0.65670955,-0.95738375,-0.8869862,2
optimization,0.905148,0.40755695,0.93341348,0.96882975,0.0,0.97469249,0.47574899,0.0,0.0,-0.94129449,-1.91379917,0
option,0.80957645,0.0,0.9517062,0.95438069,0.0,0.74826965,0.40290153,0.0,0.0,-0.94977766,-1.29790395,0
orange,-0.57255352,0.0,0.887961,0.9042758,0.0,0.28639191,0.45324826,0.0,-0.53196031,-0.92422998,-1.64824021,0
orangutan,0.43925887,0.68745729,0.70781744,0.87619886,0.0,0.35397619,0.37198156,0.0,0.0,-0.91591609,-1.64225638,0
orator,0.61508939,0.35705152,0.78584799,0.83842066,0.0,0.34661889,0.0,-0.72785389,0.0,-0.98499578,0.0,2
orchard,1.68244395,0.0,0.88526115,0.91435257,0.0,0.40954503,0.45193106,0.0,0.0,-0.97864586,0.0,0
orchestra,0.26568764,0.96074021,0.86862159,0.91356423,0.0,0.3743858,0.0,0.0,0.0,-0.93846822,-1.91315597,0
orchid,1.90795279,0.43781441,0.91942748,0.93903404,0.0,0.75178146,0.73251727,0.0,0.0,-0.94800478,-0.92461711,0
order,0.39562619,0.9496389,0.93927297,0.93865204,0.0,0.87078804,0.4772577,0.0,0.0,-0.92951685,-2.85046661,0
ordinary,-1.66557896,0.37331647,0.38613385,0.9223884,0.0,0.30399552,0.0,-0.76764834,0.0,-0.95393115,-1.92983371,2
ordination,2.50909665,0.4334487,0.83616191,0.90669927,0.0,0.95819309,0.28956914,0.0,0.0,-0.91497546,0.0,0
ore,0.35638472,0.0,0.90196177,0.93727848,0.0,0.84982571,0.49077654,0.0,0.0,-0.9249624,-1.89849538,0
oregano,1.49135423,0.26154783,0.86123198,0.89194894,0.0,0.92536989,0.48954922,0.0,0.0,-0.98463875,-0.95365489,0
organ,0.61424723,0.47772378,0.96316096,0.95371208,0.0,0.42950165,0.41747233,0.0,0.0,-0.94986433,-1.67745924,0
organisation,1.80428076,0.92076471,0.76262158,0.91104898,0.0,0.82722855,0.26561338,0.0,0.0,-0.92576391,-0.95723253,0
organising,2.39587465,0.37392098,0.79149365,0.79824463,0.0,0.97320458,0.44461623,0.0,0.0,-0.98560542,0.0,0
organization,1.49418604,0.91993618,0.79723355,0.91600806,0.0,0.73671767,0.0,0.0,0.0,-0.91224802,-0.9634614,0
organizing,2.42657772,0.38209024,0.794514,0.80365476,0.0,0.97276783,0.45179161,0.0,0.0,-0.97824073,0.0,0
orient,-1.53425688,0.88614166,0.0,0.79443574,0.0,0.0,0.0,-0.75984067,0.0,-0.93405432,-1.52093929,2
orientation,0.92680046,0.4447282,0.91357929,0.95841718,0.0,0.96427923,0.42452088,0.0,0.0,-0.93145823,-1.84726608,0
origin,-0.03496179,0.34057882,0.83825684,0.88417998,0.0,0.41354728,0.35108885,0.0,0.0,-0.95738369,-1.90522987,0
original,-0.45403203,0.6514622,0.66134924,0.91592422,0.93119508,0.70843053,0.0,-0.65329498,0.0,-0.95154583,-2.71755248,1
originality,3.12049708,0.37229967,0.86281222,0.94692281,0.6115061,0.79164314,0.46981931,0.0,0.0,-0.93450618,0.0,1
ornament,0.47125417,0.0,0.94450429,0.84310961,0.0,0.76880974,0.46317312,0.0,0.0,-0.81212384,-1.73621875,0
osmosis,2.5743435,0.34745082,0.84349772,0.94883543,0.0,0.93728688,0.45410004,0.0,0.0,-0.9568274,0.0,0
osprey,1.21635744,0.80940923,0.83216345,0.9256686,0.0,0.76041403,0.72314909,0.0,0.0,-0.91804981,-1.91639715,0
ostrich,0.51920673,0.3982293,0.89325318,0.95440191,0.0,0.59203532,0.54585943,0.0,0.0,-0.94995636,-1.91461605,0
other,-0.77557468,0.0,0.0,0.28055486,0.0,0.84797445,0.0,0.0,0.0,-0.93831074,-0.96579325,2
otter,-1.00955656,0.42117271,0.75698507,0.82639703,0.0,0.29289123,0.0,0.0,-0.62631351,-0.8206296,-1.8600595,2
ottoman,0.63689598,0.33111662,0.86593407,0.89745548,0.0,0.38869894,0.0,0.0,0.0,-0.98337615,-0.86293298,0
ounce,-0.65031403,0.0,0.94919568,0.85848942,0.0,0.0,0.45937821,0.0,0.0,-0.97878575,-1.9385916,0
outback,1.40625924,0.32428437,0.85621813,0.91583768,0.0,0.77849099,0.42527512,0.0,0.0,-0.96140009,-0.93244696,0
outcome,-0.25021791,0.0,0.90389708,0.96353582,0.0,0.7515465,0.0,0.0,0.0,-0.96385258,-1.90534472,0
outfielder,-2.31093541,0.0,0.82033423,0.73602489,0.0,0.35201946,0.0,-0.68877596,-0.64830524,-0.96263087,-1.91960192,2
outfit,0.23013103,0.46712607,0.95706391,0.86358637,0.0,0.31899032,0.37873808,0.0,0.0,-0.90726137,-1.84811234,0
outhouse,-0.48729005,0.28117108,0.85848916,0.89147404,0.0,0.26660138,0.0,0.0,0.0,-0.97661126,-1.80841446,0
outlaw,-1.00981915,0.40739787,0.764184,0.86126953,0.0,0.0,0.0,-0.63819033,-0.5540359,-0.87504089,-0.97540343,2
outlay,1.28008163,0.0,0.87036666,0.94925582,0.0,0.9375715,0.46348733,0.0,0.0,-0.97225893,-0.96834075,0
outlet,0.64564604,0.38599965,0.9399268,0.85641149,0.0,0.36844873,0.0,0.0,0.0,-0.93782586,-0.96731478,0
outline,1.41889375,0.28507623,0.91248974,0.89154676,0.0,0.81985924,0.38591087,0.0,0.0,-0.93469942,-0.94128966,0
outlook,0.5432862,0.35479978,0.90147611,0.92560512,0.0,0.82161188,0.0,0.0,0.0,-0.96075457,-1.49945211,0
output,0.83398205,0.29466704,0.90041465,0.95765388,0.0,0.94111073,0.4817473,0.0,0.0,-0.93885916,-1.80275238,0
outrage,1.98461756,0.33452061,0.81808329,0.94182789,0.0,0.93822894,0.43789086,0.0,0.0,-0.97102177,-0.51491225,0
outrigger,0.60629302,0.47851658,0.91786635,0.90674019,0.0,0.93744084,0.26067308,0.0,0.0,-0.95942914,-1.93551487,0
outrun,0.37596935,0.26220226,0.85991666,0.90120858,0.0,0.92712602,0.0,0.0,0.0,-0.97177416,-1.60271001,0
outset,-1.63957849,0.25201595,0.73078698,0.9229461,0.0,0.43166891,0.26247555,-0.61002141,0.0,-0.95702863,-2.67242193,2
outside,-1.32605937,0.0,0.3244634,0.80980176,0.0,0.0,0.0,-0.57255173,0.0,-0.93899947,-0.94877332,2
oval,-0.91955209,0.0,0.90105972,0.95471355,0.0,0.0,0.0,0.0,0.0,-0.8399846,-1.93534076,0
ovary,1.673271,0.45167285,0.93098623,0.95346117,0.0,0.6359385,0.34709129,0.0,0.0,-0.93178606,-0.71409297,0
oven,-0.39047068,0.0,0.95398995,0.89685991,0.0,0.37294757,0.0,0.0,0.0,-0.93642759,-1.67784053,0
overcharge,0.21451473,0.39124182,0.90604746,0.93538791,0.0,0.8866066,0.0,0.0,0.0,-0.96522695,-1.93954211,0
overclocking,2.52601999,0.27092433,0.92339548,0.85181934,0.0,0.97298831,0.46133807,0.0,0.0,-0.95444554,0.0,0
overcoat,0.08546999,0.0,0.93982506,0.8883206,0.0,0.70335838,0.4245567,0.0,0.0,-0.96173233,-1.90885842,0
overexertion,0.76133856,0.25753933,0.84111345,0.91567239,0.0,0.89848423,0.31085992,0.0,0.0,-0.9781248,-1.48420596,0
overflight,0.23584205,0.34810507,0.93444848,0.90471739,0.0,0.96666873,0.0,0.0,0.0,-0.97852373,-1.93957388,0
overhead,-1.56183422,0.0,0.77734426,0.83467221,0.0,0.41195491,0.0,-0.699287,0.0,-0.95418805,-1.93233055,2
overheard,-0.06506544,0.0,0.25214288,0.69731244,0.0,0.47481608,0.0,-0.89138854,0.0,-0.59794831,0.0,2
overload,1.10426953,0.0,0.8565135,0.93849677,0.0,0.84941262,0.2960346,0.0,0.0,-0.85743463,-0.97875333,0
overnighter,1.22538236,0.47094595,0.92014208,0.85331035,0.0,0.8826946,0.0,0.0,0.0,-0.96679115,-0.93491948,0
overshoot,0.31676251,0.46676219,0.87343141,0.90347734,0.0,0.94147992,0.0,0.0,0.0,-0.94049698,-1.92789137,0
oversight,1.00930369,0.40058053,0.80331406,0.95078018,0.0,0.9559367,0.48442045,0.0,0.0,-0.94830734,-1.63742089,0
overview,2.53050449,0.37329257,0.88769233,0.92343906,0.0,0.8739368,0.41085061,0.0,0.0,-0.93870687,0.0,0
overweight,-0.43008605,0.46808264,0.26942471,0.75367188,0.0,0.27753136,0.0,-0.74074441,0.0,-0.93680817,-0.52124405,2
owl,-0.58287731,0.42101446,0.89825407,0.86835149,0.0,0.0,0.44064778,0.0,-0.5362314,-0.79066211,-1.88425159,0
owner,-2.36569214,0.33601454,0.27223247,0.71003053,0.0,0.0,0.0,-0.80490756,0.0,-0.96734619,-1.91171592,2
ownership,0.79488921,0.38356948,0.40758404,0.78236201,0.0,0.70216963,0.45866653,0.0,0.0,-0.97228676,-0.96717572,0
ox,-1.41335407,0.28367719,0.9271051,0.82039082,0.0,0.34977755,0.43759984,0.0,-0.73246616,-0.93522382,-2.56421459,2
oxford,1.33654702,0.93729255,0.77069017,0.87409297,0.0,0.68864459,0.41478482,0.0,0.0,-0.93809009,-1.41086799,0
oxygen,1.29293001,0.0,0.83992106,0.96188101,0.0,0.9089351,0.48887062,0.0,0.0,-0.93809777,-0.96858001,0
oyster,0.42538282,0.0,0.92846769,0.92640081,0.0,0.85513431,0.46561748,0.0,0.0,-0.94445121,-1.80578625,0
ozone,1.27845892,0.0,0.80433503,0.85894081,0.0,0.82546237,0.48142809,0.0,0.0,-0.92187673,-0.76983064,0
pace,0.03549999,0.0,0.91920877,0.92405358,0.0,0.30780777,0.42850113,0.0,0.0,-0.92059553,-1.62347573,0
pacemaker,1.63225344,0.42163175,0.94553536,0.83293954,0.0,0.35045213,0.0,0.0,0.0,-0.91830534,0.0,0
pack,-1.12331918,0.95716789,0.90706804,0.85600087,0.0,0.0,0.0,0.0,0.0,-0.94464606,-2.89890993,0
package,0.54798824,0.36549053,0.95607316,0.91850346,0.0,0.75429875,0.4234654,0.0,0.0,-0.92414206,-1.945701,0
packaging,1.36446378,0.0,0.89937022,0.88472071,0.0,0.94539785,0.49108806,0.0,0.0,-0.93603343,-0.92007965,0
packet,1.56857908,0.28499702,0.938243,0.91352296,0.0,0.69067371,0.46373683,0.0,0.0,-0.92049468,-0.80209976,0
pad,0.48157573,0.41605985,0.94605887,0.91175169,0.0,0.37851304,0.36643803,0.0,0.0,-0.87369317,-1.66355258,0
paddle,-0.31237355,0.0,0.94718778,0.89097536,0.0,0.87499812,0.39491278,0.0,0.0,-0.98496431,-2.43548328,0
paddock,0.36981383,0.72144786,0.92683992,0.91287678,0.0,0.33715561,0.37153077,0.0,0.0,-0.96599442,-1.93404269,0
pagan,-1.34142217,0.4274236,0.57970217,0.80630136,0.0,0.25818366,0.0,-0.79323524,-0.50277972,-0.95482355,-1.16219443,2
page,0.50525501,0.3891688,0.91995129,0.87123594,0.0,0.29476637,0.44096103,0.0,0.0,-0.90620506,-1.50462335,0
pagoda,1.69393116,0.37686834,0.92473596,0.92993325,0.0,0.35060611,0.60056722,0.0,0.0,-0.97866899,-0.51011074,0
pail,0.57839912,0.0,0.93682179,0.84339172,0.0,0.41427517,0.28822485,0.0,0.0,-0.97328866,-0.93102574,0
pain,2.28572151,0.0,0.91507322,0.9410792,0.0,0.90564367,0.46563494,0.0,0.0,-0.94170952,0.0,0
paint,-1.27212515,0.0,0.84719086,0.81733033,0.0,0.44264752,0.49011612,0.0,0.0,-0.97234154,-2.89706844,0
painter,-0.28336066,0.33539709,0.80243579,0.79925361,0.0,0.37152809,0.29019997,-0.70684087,-0.55051631,-0.91578186,-0.70903617,2
painting,2.31202003,0.0,0.94214019,0.90089753,0.0,0.9313412,0.48530352,0.0,0.0,-0.94766241,0.0,0
paintwork,0.63246718,0.0,0.90522689,0.83439091,0.0,0.96186873,0.48928168,0.0,0.0,-0.92379117,-1.63450986,0
pair,0.12459588,0.93977553,0.3837564,0.91798913,0.0,0.31715155,0.0,-0.96229619,0.0,-0.96895999,-0.50282055,2
pajamas,-0.0026893,0.0,0.25776249,0.62095669,0.0,0.66654304,0.33777988,-0.93444157,0.0,-0.95128983,0.0,2
palace,0.06216413,0.0,0.87156934,0.92277306,0.0,0.0,0.0,0.0,0.0,-0.96114844,-0.77102983,0
palate,0.64571539,0.75547212,0.94652453,0.93243584,0.0,0.42450631,0.42362371,0.0,0.0,-0.94196457,-1.89488256,0
palm,-0.41542691,0.0,0.87147599,0.92130685,0.0,0.0,0.33493346,0.0,0.0,-0.98681146,-1.55633175,0
pamphlet,1.50793612,0.28160751,0.94370285,0.80251873,0.0,0.65713704,0.44957957,0.0,0.0,-0.90036792,-0.72624165,0
pan,-0.70696476,0.0,0.95478201,0.89646679,0.0,0.63042256,0.38775802,0.0,0.0,-0.96531963,-2.61107451,0
pancake,0.23372269,0.0,0.9562915,0.8400462,0.0,0.92393485,0.39953476,0.0,0.0,-0.98251736,-1.90356725,0
pancreas,1.46941227,0.3231397,0.74470371,0.37260962,0.0,0.9296363,0.69594976,0.0,-0.63099605,-0.96563077,0.0,0
panda,2.18473184,0.76606834,0.80858865,0.93819091,0.0,0.31411028,0.32078958,0.0,0.0,-0.96301591,0.0,0
panel,-0.08707064,0.96563897,0.48928824,0.93471137,0.0,0.48696736,0.0,0.0,0.0,-0.89745212,-2.06622446,0
panic,0.83260685,0.32525694,0.80135906,0.92802992,0.0,0.87781081,0.33137405,-0.55948502,0.0,-0.91805959,-0.95367932,0
pannier,0.34937882,0.0,0.83174539,0.80656406,0.0,0.41407737,0.0,0.0,0.0,-0.96382225,-0.73918575,0
panpipe,0.11788565,0.3553586,0.95806599,0.93996063,0.0,0.44258577,0.30902335,0.0,0.0,-0.95011407,-1.93699461,0
pansy,1.98498029,0.43670028,0.80071715,0.92292616,0.0,0.76411307,0.58245313,0.0,0.0,-0.97120976,-0.55071974,0
panther,1.13835552,0.47343126,0.84480742,0.7506313,0.0,0.0,0.0,0.0,0.0,-0.93051445,0.0,0
panties,-2.00122541,0.48003468,0.3056201,0.31185368,0.0,0.86196044,0.44417602,-0.95386225,-0.61437804,-0.92571145,-1.91091859,2
pantologist,-0.96782741,0.44743484,0.7083177,0.44625834,0.0,0.0,0.0,-0.88465458,-0.73059303,-0.95459068,0.0,2
pantology,3.18826017,0.79128537,0.88617182,0.95149764,0.0,0.91845703,0.4582108,0.0,0.0,-0.81736249,0.0,0
pantry,1.29200199,0.43985972,0.92717931,0.80870771,0.0,0.27134785,0.33313924,0.0,0.0,-0.98043668,-0.50779516,0
pants,-0.56078267,0.31935838,0.31908634,0.34705728,0.0,0.41557646,0.40896535,-0.92401242,0.0,-0.93728286,-0.5095312,2
pantsuit,-0.32644093,0.0,0.94415212,0.84087333,0.0,0.30282721,0.0,0.0,0.0,-0.93649632,-1.47779727,0
panty,1.51595774,0.78711924,0.93153718,0.91445106,0.0,0.32759225,0.36628428,0.0,0.0,-0.93569732,-0.87532896,0
