noun,total,Collective,Common,Count,Derived,Eventive,Mass,Pluralia Tantum,Singularia Tantum,Usually Verb,Verbalizable,Cluster
anguish,0.35264885,0.0,0.83971849,0.80272788,0.0,0.94957647,0.46499878,0.0,0.0,-0.86190289,-1.84246987,0
animal,1.05045009,0.43275154,0.90857735,0.88605228,0.0,0.0,0.47791141,0.0,0.0,-0.68887842,-0.96596408,0
anime,3.52322948,0.88527396,0.86546773,0.94608903,0.0,0.94322687,0.80096993,0.0,0.0,0.0,-0.91779804,1
anise,0.8544175,0.31200716,0.80128258,0.93052918,0.0,0.77420273,0.43467343,0.0,0.0,-0.97856939,-1.41970819,0
ankle,-0.36335394,0.0,0.9101674,0.91245463,0.0,0.2941756,0.39405254,0.0,0.0,-0.94225609,-1.93194801,0
anklet,0.98693341,0.0,0.91799784,0.91091231,0.0,0.71589139,0.34509844,0.0,0.0,-0.94085771,-0.96210885,0
anniversary,-0.56140843,0.0,0.89800033,0.91915295,0.0,0.4850637,0.0,0.0,0.0,-0.9543674,-1.90925801,0
announcement,0.66045225,0.38901597,0.90582052,0.79596722,0.0,0.93898091,0.27496046,0.0,0.0,-0.98619574,-1.65809709,0
annual,-2.08770207,0.3903839,0.73058471,0.90402108,0.0,0.0,0.0,-0.53804392,0.0,-0.95739263,-2.61725521,2
anorak,0.76274759,0.6852099,0.91903704,0.9106712,0.0,0.94570103,0.69637576,0.0,0.0,-0.96350092,-2.43074644,0
answer,-0.18053848,0.0,0.91527477,0.89519206,0.0,0.90619934,0.27322221,0.0,0.0,-0.93755108,-2.23287576,0
ant,-0.02641803,0.46671945,0.87092444,0.89513898,0.0,0.65068591,0.42558298,0.0,-0.62549704,-0.92726457,-1.78270817,0
anteater,-0.0335173,0.38395131,0.74199125,0.83887938,0.0,0.0,0.0,-0.55472994,-0.53335553,-0.91025376,0.0,2
antecedent,0.70746896,0.70107621,0.89128137,0.94635418,0.0,0.81367141,0.28280061,-0.54426587,0.0,-0.9267391,-1.45670986,0
antechamber,1.53320301,0.47722617,0.87119156,0.89458448,0.0,0.84168831,0.27375227,0.0,0.0,-0.86142749,-0.96381229,0
antelope,2.30935425,0.92988852,0.79153398,0.95708549,0.0,0.64609942,0.74912772,0.0,0.0,-0.89113605,-0.87324482,0
antennae,1.03764072,0.84903949,0.66638076,0.93863332,0.0,0.67154574,0.3516148,0.0,0.0,-0.92518198,-1.51439142,0
anterior,-3.30558148,0.27932924,0.0,0.93099943,0.0,0.0,0.0,-0.86097497,0.0,-0.9646858,-2.69024938,2
anthropology,1.79825854,0.42226872,0.84959605,0.96138582,0.0,0.96033925,0.48467693,0.0,0.0,-0.9195295,-0.96047872,0
antibody,1.81442416,0.31208354,0.94367653,0.96639621,0.0,0.7194238,0.44648811,0.0,0.0,-0.60823447,-0.96540958,0
anticipation,0.12486261,0.0,0.87109682,0.7981247,0.0,0.9159317,0.44457597,0.0,0.0,-0.98577559,-1.91909099,0
anticodon,1.98933047,0.79366949,0.89441568,0.9633173,0.0,0.8337259,0.64018485,0.0,0.0,-0.79328042,-1.34270233,0
antigen,0.35240456,0.0,0.92154023,0.96950245,0.0,0.71021745,0.47462133,0.0,0.0,-0.79820633,-1.92527056,0
antique,0.28153101,0.26631427,0.93942422,0.92794907,0.0,0.48321408,0.45395038,0.0,0.0,-0.85504681,-1.9342742,0
antiquity,0.0407311,0.0,0.78898531,0.95361799,0.0,0.46642375,0.44502905,0.0,0.0,-0.69965172,-1.91367328,0
antler,1.7368755,0.36440358,0.90377283,0.89510289,0.0,0.78389198,0.48385212,0.0,0.0,-0.89976549,-0.79438239,0
antling,2.62911579,0.41101253,0.84249306,0.8955999,0.0,0.92668098,0.48011503,0.0,0.0,-0.92678571,0.0,0
anxiety,0.26683128,0.0,0.81372842,0.92410147,0.0,0.9163987,0.44659248,0.0,0.0,-0.96188235,-1.87210745,0
anybody,-3.24855173,0.0,0.0,0.0,0.0,0.42737436,0.0,-0.84108996,0.0,-0.98101693,-1.85381919,2
anyone,-3.24036798,0.0,0.0,0.0,0.0,0.33832023,0.0,-0.90921998,-0.79609483,-0.97721374,-0.89615965,2
anything,-3.25322419,0.0,0.0,0.33873093,0.0,0.0,0.0,-0.8514626,0.0,-0.9820503,-1.75844222,2
anywhere,-2.88559195,0.0,0.0,0.39885798,0.0,0.43962741,0.0,-0.9106046,0.0,-0.97138619,-1.84208655,2
apartment,0.58144444,0.28393865,0.94719505,0.87999699,0.0,0.0,0.39222094,0.0,0.0,-0.97732806,-0.94457912,0
ape,-0.07423145,0.42769888,0.82858163,0.9396784,0.0,0.0,0.34119684,0.0,-0.68352675,-0.95499003,-0.97287041,2
aperitif,0.92964295,0.47463539,0.95025694,0.96515128,0.0,0.96140525,0.0,0.0,0.0,-0.89895874,-1.52284718,0
apology,1.59423351,0.0,0.91690913,0.8633391,0.0,0.95060575,0.34841961,0.0,0.0,-0.92805904,-0.55698103,0
app,0.68359911,0.42479235,0.93389088,0.93632007,0.0,0.43189982,0.44433197,0.0,0.0,-0.95631039,-1.53132558,0
apparatus,-0.08494461,0.43667242,0.89252159,0.91980284,0.0,0.8822087,0.43607032,0.0,0.0,-0.92488593,-2.72733456,0
apparel,1.12798458,0.0,0.88755006,0.86526617,0.0,0.74770781,0.48988217,0.0,0.0,-0.89247262,-0.96994901,0
appeal,0.79630449,0.42901498,0.92057812,0.94871935,0.0,0.94628537,0.41192096,0.0,0.0,-0.97697157,-1.88324273,0
appearance,-0.10654676,0.0,0.89673579,0.88762808,0.0,0.96416599,0.0,0.0,0.0,-0.9304167,-1.92465991,0
appellation,2.65308759,0.41212192,0.9299244,0.959124,0.0,0.91575682,0.36775845,0.0,0.0,-0.93159801,0.0,0
appendix,1.63708165,0.36102566,0.89808396,0.96086529,0.0,0.86861557,0.40739352,0.0,0.0,-0.90399587,-0.95490646,0
appetiser,2.56406605,0.34579208,0.9631556,0.9173167,0.0,0.91788357,0.39236358,0.0,0.0,-0.97244549,0.0,0
appetite,0.12339243,0.0,0.8620967,0.95831037,0.0,0.75961831,0.44748679,0.0,0.0,-0.97100997,-1.93310976,0
appetizer,2.59613976,0.29516712,0.96136504,0.89316586,0.0,0.95039803,0.45881334,0.0,0.0,-0.96276963,0.0,0
applause,0.65340847,0.38077253,0.84244943,0.89420217,0.0,0.94711137,0.47040355,0.0,0.0,-0.98221093,-1.89931965,0
apple,0.05174422,0.0,0.94384769,0.92651248,0.0,0.39563617,0.462713,0.0,0.0,-0.96304661,-1.71391851,0
applewood,1.49971771,0.0,0.65968183,0.89734194,0.0,0.41580665,0.47870946,0.0,0.0,-0.95182216,0.0,0
appliance,-0.66500574,0.0,0.95888785,0.88004795,0.0,0.693939,0.48243251,0.0,0.0,-0.97970611,-2.70060694,0
application,0.84475029,0.43694639,0.92842513,0.91164136,0.0,0.96596316,0.38611761,0.0,0.0,-0.96816754,-1.81617582,0
appointment,1.50928447,0.29095486,0.92029399,0.87353835,0.0,0.91456565,0.36336696,0.0,0.0,-0.98137283,-0.8720625,0
appreciation,0.66755795,0.32343176,0.88970849,0.92518622,0.0,0.94233304,0.48163074,0.0,0.0,-0.98766011,-1.90707219,0
apprehension,-1.21823296,0.0,0.78782943,0.85723671,0.0,0.8966555,0.39947566,-0.57338607,0.0,-0.97885907,-2.60718513,0
approach,1.24018502,0.30085349,0.9407638,0.9488484,0.0,0.9570868,0.0,0.0,0.0,-0.98246604,-0.92490143,0
appropriation,1.29886919,0.0,0.9427695,0.89593014,0.0,0.94012219,0.44972104,0.0,0.0,-0.97927213,-0.95040154,0
approval,0.61156452,0.0,0.83978316,0.88428053,0.0,0.97053683,0.41348505,0.0,0.0,-0.96713287,-1.52938819,0
apricot,1.41234788,0.27463436,0.90177631,0.91452488,0.0,0.87266016,0.7582286,0.0,0.0,-0.97871619,-1.33076024,0
apron,1.53329891,0.0,0.9226622,0.92704198,0.0,0.73290625,0.40264046,0.0,0.0,-0.93875653,-0.51319546,0
apse,0.90012524,0.92021319,0.91452596,0.96180031,0.0,0.81804842,0.0,0.0,0.0,-0.90803683,-1.80642581,0
aquarium,0.21491924,0.39120042,0.92615068,0.90963084,0.0,0.41966477,0.0,0.0,0.0,-0.91996831,-1.51175916,0
aquifer,1.41136214,0.38449809,0.92704207,0.8957139,0.0,0.66739696,0.41262481,0.0,0.0,-0.94998705,-0.92592663,0
arcade,-0.38975078,0.42570037,0.92157036,0.90606421,0.0,0.61656654,0.0,0.0,0.0,-0.86621422,-2.39343804,0
arch,0.98898318,0.27851456,0.90376809,0.93376529,0.0,0.35636014,0.28100312,0.0,0.0,-0.82474905,-0.93967897,0
arch-rival,-0.29248792,0.44787273,0.78780174,0.92282027,0.0,0.82982817,0.0,-0.59399569,0.0,-0.94549906,-1.74131608,0
archaeologist,-1.16456777,0.3389836,0.79068589,0.74909168,0.0,0.25451797,0.0,-0.89151257,-0.83421707,-0.88513577,-0.6869815,2
archaeology,2.72131267,0.295908,0.82904965,0.95989525,0.0,0.96290725,0.47867805,0.0,0.0,-0.80512553,0.0,0
archeology,2.48184729,0.0,0.82211819,0.95606345,0.0,0.9502047,0.4764694,0.0,0.0,-0.72300845,0.0,0
archer,0.6119709,0.43567032,0.83681646,0.75381035,0.0,0.27450386,0.0,0.0,0.0,-0.88048339,-0.80834669,0
architect,-2.38199556,0.30034935,0.76679835,0.80064413,0.0,0.31940693,0.0,-0.77680045,-0.74674398,-0.90008783,-2.14556205,2
architecture,1.69237119,0.26249278,0.89027399,0.94967869,0.0,0.93100378,0.47885782,0.0,0.0,-0.85820544,-0.96173042,0
archives,-1.50222266,0.0,0.29515177,0.30715877,0.0,0.88375121,0.42464948,-0.93050832,-0.62870014,-0.8969245,-0.95680094,2
area,0.65416902,0.32467383,0.83837897,0.93945634,0.0,0.0,0.43561924,0.0,0.0,-0.92130375,-0.9626556,0
arena,0.74952057,0.31321597,0.90627286,0.879592,0.0,0.26054892,0.30654147,0.0,0.0,-0.9543047,-0.96234596,0
argument,1.28746456,0.38764712,0.94328454,0.95046455,0.0,0.94758251,0.47612551,0.0,0.0,-0.93277889,-1.48486078,0
arithmetic,0.86994603,0.25215724,0.8700901,0.86346442,0.0,0.96257308,0.47948426,0.0,0.0,-0.62607288,-1.93175018,0
ark,0.31507781,0.32424748,0.93229723,0.91537955,0.0,0.61898628,0.39094767,0.0,0.0,-0.93980765,-1.92697275,0
arm,0.38292772,0.46126619,0.91763669,0.82817096,0.0,0.27038997,0.40484598,0.0,0.0,-0.95942271,-1.53995937,0
arm-rest,0.02405643,0.0,0.86223403,0.80665132,0.0,0.85638049,0.37323728,0.0,0.0,-0.95287097,-1.92157573,0
armadillo,2.30371326,0.82726812,0.87097025,0.913941,0.0,0.81934974,0.61763775,0.0,0.0,-0.97729951,-0.76815408,0
armament,1.43789357,0.26217449,0.91585955,0.91833723,0.0,0.75026935,0.46994397,0.0,0.0,-0.94489241,-0.93379861,0
armchair,0.23012188,0.0,0.93971053,0.77690321,0.0,0.41706061,0.0,0.0,0.0,-0.95342535,-0.95012712,0
armoire,0.84756571,0.0,0.94992796,0.91347271,0.0,0.33528715,0.43747583,0.0,0.0,-0.91763294,-0.870965,0
armor,0.86000749,0.0,0.89589,0.90882248,0.0,0.45415962,0.47930476,0.0,0.0,-0.91027015,-0.9678992,0
armour,1.07988793,0.0,0.88934508,0.92063838,0.0,0.71761638,0.47703543,0.0,0.0,-0.95417815,-0.97056919,0
armpit,0.18365601,0.0,0.89702779,0.91988987,0.0,0.82420006,0.34201634,0.0,0.0,-0.93541443,-1.86406362,0
armrest,-0.02918282,0.0,0.9019798,0.80736011,0.0,0.30318183,0.36219761,0.0,0.0,-0.95698845,-1.44691372,0
army,0.4766838,0.94869733,0.80735081,0.86429375,0.0,0.28179497,0.2627663,0.0,0.0,-0.94635344,-1.74186593,0
arrangement,0.47569373,0.41385937,0.93751931,0.453594,0.0,0.95447549,0.56266889,0.0,0.0,-0.93098223,-1.9154411,0
array,0.59322444,0.45649758,0.92317945,0.9276464,0.0,0.31873634,0.32633743,0.0,0.0,-0.84515971,-1.51401305,0
arrest,0.74348715,0.0,0.87580177,0.88087654,0.0,0.94043827,0.0,0.0,0.0,-0.98606128,-0.96756816,0
arrival,-0.0511567,0.33389589,0.85014507,0.76635683,0.0,0.90153974,0.0,0.0,0.0,-0.9762857,-1.92680854,0
arrogance,-0.0488607,0.0,0.82591423,0.75512224,0.0,0.82500732,0.45082039,0.0,0.0,-0.9810257,-1.92469919,0
arrow,0.01039845,0.0,0.94388971,0.95233217,0.0,0.81332496,0.46392128,0.0,0.0,-0.79796404,-2.36510563,0
art,2.30322447,0.29608282,0.8976303,0.95590267,0.50859195,0.95485488,0.49004242,0.0,0.0,0.0,-1.79988056,1
artery,0.45484006,0.40514788,0.93736658,0.96287051,0.0,0.56141821,0.43131459,0.0,0.0,-0.91219014,-1.93108755,0
arthur,2.33529055,0.37346387,0.85525471,0.92600361,0.0,0.83780804,0.29863966,0.0,0.0,-0.95587933,0.0,0
artichoke,0.68922341,0.32642296,0.87799111,0.9212133,0.0,0.84118244,0.47271472,0.0,0.0,-0.91951424,-1.83078688,0
article,2.17767319,0.39185107,0.9313215,0.88756859,0.0,0.92975703,0.47119737,0.0,0.0,-0.7972917,-0.63673067,0
artifact,0.78114551,0.0,0.94542706,0.88931009,0.0,0.77574545,0.48625198,0.0,0.0,-0.63382077,-1.6817683,0
artificer,-0.13144967,0.4308854,0.76763237,0.85342807,0.0,0.71994269,0.27534872,-0.77087754,-0.53156924,-0.96375996,-0.91248018,2
artist,0.09499624,0.32207668,0.79728696,0.8699497,0.0,0.3987774,0.6981847,-0.7658971,-0.51074946,-0.91902465,-0.79560798,2
ascend,-2.86101604,0.0,0.0,0.77850848,0.0,0.0,0.0,-0.74319208,0.0,-0.97506887,-1.92126358,2
ascent,0.63907033,0.27400345,0.91629636,0.93598098,0.0,0.97086424,0.0,0.0,0.0,-0.96440047,-1.49367422,0
ascot,0.46573767,0.4307493,0.9147197,0.91793153,0.0,0.87063414,0.0,0.0,0.0,-0.89032471,-1.77797228,0
ash,-0.5592128,0.0,0.85962233,0.46856281,0.0,0.78225255,0.4872573,0.0,-0.71704036,-0.89684314,-1.5430243,2
ashram,0.73916662,0.46019453,0.9383775,0.93233883,0.0,0.79289436,0.0,0.0,0.0,-0.88312304,-1.50151557,0
ashtray,0.93921638,0.0,0.9306367,0.9108997,0.0,0.58541539,0.37330541,0.0,0.0,-0.94786483,-0.913176,0
aside,-1.46390611,0.0,0.69367975,0.90312165,0.0,0.4663536,0.0,-0.72174484,0.0,-0.90790075,-1.89741552,2
asparagus,2.15488365,0.0,0.84286666,0.94715342,0.0,0.84852454,0.47748998,0.0,0.0,-0.96115094,0.0,0
aspect,-1.31524733,0.0,0.84505603,0.94011405,0.0,0.33623686,0.44352418,-0.75508267,0.0,-0.88248146,-2.24261433,2
asphalt,-0.01814881,0.0,0.86683497,0.90680608,0.0,0.41910031,0.48950088,0.0,0.0,-0.95488012,-1.74551094,0
aspic,1.56013057,0.28485259,0.864613,0.91911688,0.0,0.91833603,0.27552602,0.0,0.0,-0.84943038,-0.85288358,0
ass,-1.25805739,0.0,0.68651471,0.79781094,0.0,0.0,0.2931923,0.0,-0.62799662,-0.97482514,-1.43275356,2
assassination,0.79972792,0.0,0.89218789,0.91627246,0.0,0.93127,0.0,0.0,0.0,-0.98498571,-0.95501673,0
assault,1.13271502,0.30912119,0.90715596,0.89667407,0.0,0.95567766,0.0,0.0,0.0,-0.96632135,-0.96959251,0
assembly,0.82628766,0.94850618,0.84045586,0.86198211,0.0,0.91782999,0.0,0.0,0.0,-0.93556494,-1.80692154,0
assertion,-0.41257223,0.0,0.91615418,0.91488889,0.0,0.89104298,0.37649333,0.0,0.0,-0.97658801,-2.5345636,0
assessment,0.62761602,0.39878544,0.92152259,0.89725891,0.0,0.96345007,0.30988121,0.0,0.0,-0.95375425,-1.90952796,0
asset,-0.31833476,0.0,0.9275181,0.91004643,0.0,0.0,0.47450668,0.0,0.0,-0.91214448,-1.71826148,0
assignment,1.24196503,0.37185293,0.929842,0.9442431,0.0,0.95912597,0.48035768,0.0,0.0,-0.94729048,-1.49616617,0
assist,-0.19213939,0.0,0.86749706,0.86646184,0.0,0.92675358,0.0,0.0,0.0,-0.98416156,-1.86869031,0
assistance,0.35720256,0.0,0.86736506,0.90119275,0.0,0.95305398,0.48115835,0.0,0.0,-0.98314321,-1.86242437,0
assistant,0.18529314,0.25057718,0.78389758,0.8080461,0.0,0.25448647,0.0,0.0,0.0,-0.9709937,-0.9407205,0
associate,-0.47265416,0.434618,0.46494442,0.82378861,0.0,0.361527,0.28473371,-0.6350835,-0.50800872,-0.98346001,-0.71571368,2
association,1.32792145,0.90921417,0.78195351,0.95622849,0.0,0.87376782,0.41349775,0.0,0.0,-0.976713,-1.63002729,0
assumption,-1.43240911,0.0,0.89541602,0.95227504,0.0,0.81803125,0.41336662,-0.87908041,0.0,-0.94266629,-2.68975133,0
assurance,0.75335407,0.0,0.91736445,0.46760333,0.0,0.88031805,0.39885196,0.0,0.0,-0.978154,-0.9326297,0
asterisk,0.94448096,0.38861296,0.89500001,0.96132284,0.0,0.76637751,0.47470021,0.0,0.0,-0.79858166,-1.74295092,0
astrakhan,2.51083997,0.86481044,0.73661676,0.92281529,0.0,0.91100496,0.0,0.0,0.0,-0.92440748,0.0,0
astrolabe,1.20905039,0.36629182,0.92669019,0.93705931,0.0,0.89748409,0.72429347,0.0,0.0,-0.91665995,-1.72610855,0
astrologer,-0.62767819,0.36755079,0.73625398,0.46357697,0.0,0.35037878,0.0,-0.90778363,-0.71675819,-0.92089689,0.0,2
astrology,2.28236708,0.34652576,0.79416224,0.71858636,0.0,0.94090131,0.33317199,0.0,0.0,-0.85098058,0.0,0
astronomy,0.77586287,0.36678347,0.83325377,0.93041646,0.0,0.97126445,0.48059246,0.0,0.0,-0.8958078,-1.91063994,0
asymmetry,2.73990354,0.27123663,0.89612919,0.9668909,0.0,0.93366927,0.45257583,0.0,0.0,-0.78059828,0.0,0
atelier,2.56867,0.47113803,0.88291696,0.94134107,0.0,0.8797774,0.33458832,0.0,0.0,-0.94109178,0.0,0
atheist,-0.33531412,0.38247779,0.70160413,0.85828692,0.0,0.0,0.0,-0.83458072,-0.69811356,-0.74498868,0.0,2
athlete,-0.06368479,0.27408776,0.7578516,0.7759527,0.0,0.37580442,0.44667983,0.0,-0.77810496,-0.95328426,-0.96267188,2
athletics,-2.57876718,0.36981779,0.0,0.29358602,0.0,0.95630211,0.0,-0.81659997,-0.5039432,-0.95732605,-1.92060387,2
atmosphere,0.4480679,0.29731578,0.8641082,0.96906468,0.0,0.7526072,0.43519378,0.0,0.0,-0.94393623,-1.92628551,0
atom,0.93343326,0.46353933,0.89972031,0.93573311,0.0,0.74943441,0.43946829,0.0,0.0,-0.84337592,-1.71108627,0
atrium,1.47037026,0.38684013,0.77133062,0.94161606,0.0,0.29891846,0.0,0.0,0.0,-0.92833501,0.0,0
attachment,0.76994798,0.36526108,0.91394973,0.95503792,0.0,0.92377183,0.41805342,0.0,0.0,-0.91016084,-1.89596516,0
attack,0.58660364,0.39065611,0.92049584,0.93349656,0.0,0.96499139,0.0,0.0,0.0,-0.97105068,-1.65198559,0
attacker,-1.08486363,0.43278024,0.73081157,0.78138351,0.0,0.32819691,0.0,-0.73599815,0.0,-0.98040181,-1.64163589,2
attainment,-0.22649607,0.0,0.82520974,0.94676307,0.0,0.48800144,0.39660123,0.0,0.0,-0.96504396,-1.91802758,0
attempt,1.17878473,0.34400564,0.90199217,0.92180282,0.0,0.9463844,0.0,0.0,0.0,-0.9664135,-0.96898681,0
attendance,-0.26979023,0.32987201,0.62280589,0.843211,0.0,0.47892073,0.33362123,0.0,0.0,-0.96487182,-1.91334927,0
attendant,-2.22122869,0.31742862,0.75036177,0.6705792,0.0,0.35610375,0.0,-0.89538056,0.0,-0.94120824,-2.47911322,2
attention,0.16838151,0.0,0.77302787,0.74643293,0.0,0.90167764,0.48175815,0.0,0.0,-0.94610035,-1.78841472,0
attenuation,2.62624684,0.27570701,0.89620283,0.9455398,0.0,0.95333126,0.44820046,0.0,0.0,-0.89273453,0.0,0
attic,0.14905888,0.0,0.86731559,0.93143597,0.0,0.25152877,0.0,0.0,0.0,-0.94658154,-0.95463991,0
attitude,0.4959203,0.25564221,0.91219339,0.90347561,0.0,0.89003539,0.41716346,0.0,0.0,-0.96614718,-1.91644257,0
attorney,-1.84564665,0.0,0.78357551,0.74295387,0.0,0.26649871,0.0,-0.75563979,-0.52979511,-0.92518401,-1.42805582,2
attraction,0.6579631,0.0,0.95044911,0.91805109,0.0,0.91692218,0.42298281,0.0,0.0,-0.9740774,-1.5763647,0
attribute,1.03396863,0.28663865,0.92877975,0.93685579,0.0,0.90507483,0.47578317,0.0,0.0,-0.88248914,-1.61667442,0
auction,-0.44457409,0.31710044,0.94171095,0.90548477,0.0,0.88350862,0.28390101,0.0,0.0,-0.95690012,-2.81937975,0
audience,0.58322597,0.95768645,0.46635681,0.71239027,0.0,0.32274526,0.0,0.0,0.0,-0.92596084,-0.949992,2
audit,0.81391644,0.30433404,0.87556672,0.91044125,0.0,0.95326725,0.4022305,0.0,0.0,-0.89825106,-1.73367226,0
auditorium,1.83201426,0.39154264,0.86356583,0.90205261,0.0,0.58441558,0.0,0.0,0.0,-0.90956241,0.0,0
aunt,-1.60350007,0.26260552,0.77244374,0.70981643,0.0,0.32791245,0.2697632,-0.78673846,-0.57714546,-0.94527864,-1.63687885,2
authentication,-0.39622629,0.0,0.85421607,0.94834977,0.0,0.96337962,0.45123163,0.0,0.0,-0.9398284,-2.67357498,0
authenticity,-0.13129765,0.0,0.65626252,0.90612435,0.0,0.72071189,0.43697423,0.0,0.0,-0.92776954,-1.92360109,0
author,-0.86713967,0.3460229,0.78226253,0.83844814,0.0,0.35377803,0.0,-0.77319807,-0.50098735,-0.94565827,-0.96780759,2
authorisation,2.56837392,0.29793206,0.85897163,0.94612899,0.0,0.961395,0.46506083,0.0,0.0,-0.96111459,0.0,0
authority,-1.10459086,0.45230672,0.7468996,0.418345,0.0,0.27106625,0.42874011,0.0,-0.63108206,-0.96989304,-1.82097346,2
authorization,0.33580956,0.27372706,0.88041821,0.95099801,0.0,0.94205892,0.47438055,0.0,0.0,-0.96201581,-2.22375739,0
auto,0.68939799,0.27486935,0.92766622,0.92156824,0.0,0.69743615,0.43615404,0.0,0.0,-0.89697671,-1.67131931,0
autoimmunity,1.69939327,0.46941739,0.92399067,0.95583758,0.0,0.90176132,0.40769964,0.0,0.0,-0.88577694,-1.0735364,0
automation,1.6127688,0.0,0.86015362,0.93172854,0.0,0.94840875,0.46190584,0.0,0.0,-0.6362232,-0.95320475,0
automaton,2.49373043,0.77148286,0.84678623,0.92856693,0.0,0.77604243,0.72242221,0.0,0.0,-0.60602307,-0.94554716,0
autumn,0.72148421,0.0,0.83781672,0.92034784,0.0,0.89769906,0.0,0.0,0.0,-0.97572112,-0.95865828,0
availability,-0.73295268,0.0,0.78115195,0.92610472,0.0,0.78792664,0.43155986,0.0,0.0,-0.92370421,-2.73599166,0
avalanche,-0.0229696,0.0,0.93197915,0.9417212,0.0,0.82076088,0.0,0.0,0.0,-0.98708564,-1.73034519,0
avenue,-0.46244499,0.29320157,0.91717395,0.94878542,0.0,0.57799622,0.36985233,0.0,0.0,-0.97806555,-2.59138894,0
average,-0.85766271,0.266444,0.73981598,0.95822945,0.0,0.0,0.0,0.0,0.0,-0.95117319,-1.87097895,0
avocado,0.09871221,0.0,0.91241089,0.91958582,0.0,0.7080189,0.47877249,0.0,0.0,-0.97961372,-1.94046217,0
award,0.28030404,0.0,0.92398828,0.93412173,0.0,0.87955552,0.42070028,0.0,0.0,-0.93034685,-1.94771492,0
awareness,0.10967651,0.0,0.72854871,0.79882309,0.0,0.88789493,0.46608013,0.0,0.0,-0.93451422,-1.83715612,0
awe,0.12928125,0.0,0.27984914,0.86768708,0.0,0.82552189,0.46689484,-0.61348981,0.0,-0.96116215,-0.73601973,2
axis,-0.68245158,0.73087633,0.90948048,0.95637304,0.0,0.0,0.27592534,0.0,0.0,-0.90214491,-2.65296185,0
azimuth,0.70825934,0.3798092,0.88700578,0.94106627,0.0,0.89190429,0.28919271,0.0,0.0,-0.89407969,-1.78663921,0
babe,-0.49247545,0.34503576,0.83458421,0.85890707,0.0,0.30050322,0.0,0.0,0.0,-0.99044687,-1.84105885,0
baboon,-0.95845449,0.42345792,0.87574312,0.88436374,0.0,0.0,0.31137878,0.0,-0.56860572,-0.97342575,-1.91136658,2
babushka,1.02064461,0.92024004,0.76119372,0.92802441,0.0,0.76063606,0.40792477,0.0,0.0,-0.98386002,-1.77351439,0
baby,0.16300905,0.0,0.83281401,0.85449067,0.0,0.30190352,0.39271507,0.0,0.0,-0.9732011,-1.24571311,0
bachelor,-0.17238608,0.31032497,0.75700641,0.84836128,0.0,0.65563196,0.36729717,-0.55519944,-0.63133425,-0.97989619,-0.94457799,2
back,-1.95527452,0.0,0.0,0.68477154,0.0,0.0,0.0,-0.73106855,0.0,-0.93655753,-0.97241998,2
back-up,0.64988166,0.41146591,0.88542804,0.75502065,0.0,0.96458378,0.36483574,0.0,0.0,-0.91398329,-1.81746918,0
backbone,0.06040561,0.41253209,0.86043689,0.8661215,0.0,0.33138093,0.47280088,0.0,0.0,-0.96212292,-1.92074376,0
backburn,1.13176975,0.0,0.91415185,0.87329912,0.0,0.81751212,0.43849611,0.0,0.0,-0.93715972,-0.97452974,0
backdrop,-1.40530536,0.0,0.88628611,0.93982074,0.0,0.27809128,0.31247228,-0.50276387,0.0,-0.89528203,-2.42392987,0
background,0.6714164,0.0,0.85393068,0.92775431,0.0,0.26792637,0.46449742,0.0,0.0,-0.87435454,-0.96833783,0
backpack,-0.88855228,0.0,0.96185845,0.81039014,0.0,0.32108349,0.42042971,0.0,0.0,-0.96869338,-2.43362069,0
backup,1.01621678,0.67237917,0.91420117,0.88984126,0.0,0.82624307,0.39730632,0.0,0.0,-0.91239566,-1.77135855,0
backyard,-0.49180105,0.0,0.87651637,0.93826413,0.0,0.32836279,0.27118418,0.0,0.0,-0.97554779,-1.93058074,0
bacon,0.64595836,0.0,0.84814715,0.9434154,0.0,0.91825312,0.49152261,0.0,0.0,-0.9856289,-1.56975102,0
bacterium,1.92425963,0.4778083,0.94394308,0.94668329,0.0,0.88013396,0.77654147,0.0,-0.59222901,-0.88328362,-0.62533784,0
badge,0.49150512,0.0,0.93480065,0.92601505,0.0,0.72666308,0.38587487,0.0,0.0,-0.88586706,-1.59598148,0
badger,0.0372529,0.3760823,0.82409012,0.84817538,0.0,0.66657415,0.0,0.0,0.0,-0.97341293,-1.70425612,0
bafflement,1.64793581,0.0,0.82291749,0.93117645,0.0,0.89615154,0.45143211,-0.60244143,0.0,-0.85130036,0.0,0
bag,-0.8891435,0.0,0.95539355,0.78279963,0.0,0.0,0.27125478,0.0,0.0,-0.94880503,-1.94978642,0
bagel,-0.54764917,0.0,0.94980514,0.82348305,0.0,0.72342828,0.44591224,0.0,0.0,-0.97161406,-2.51866382,0
baggage,0.81266969,0.27166566,0.90751639,0.86482331,0.0,0.76752719,0.4907378,0.0,0.0,-0.977979,-1.51162165,0
baggie,0.17641893,0.0,0.93112102,0.84906882,0.0,0.0,0.34605944,0.0,0.0,-0.98578745,-0.9640429,0
baggy,-0.74088353,0.0,0.30841228,0.45629695,0.0,0.0,0.0,0.0,0.0,-0.94748163,-0.55811113,2
bagpipe,-0.33139259,0.0,0.94071823,0.84930721,0.0,0.41125354,0.31021923,0.0,0.0,-0.92011863,-1.92277217,0
